Price,Min_Price,Brand,Model,Year of Manufacture,Kilometer Driven,Địa điểm,Thời gian đăng
26.000.000 đ,20 triệu,Honda,Vision,2019,12836,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 25 ngày trước
13.000.000 đ,7 triệu,Yamaha,Sirius,2016,12345,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
25.000.000 đ,18 triệu,Yamaha,Nvx,2017,25000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 25 ngày trước
20.500.000 đ,16 triệu,Yamaha,Exciter,2017,25000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 25 ngày trước
41.800.000 đ,31 triệu,Honda,Air Blade,2022,8000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",NaN
7.000.000 đ,7 triệu,SYM,Shark,2010,72831,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đăng 25 ngày trước
71.000.000 đ,80 triệu,Honda,SH,2023,19000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 25 ngày trước
10.000.000 đ,3 triệu,SYM,Attila,2018,10000,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 25 ngày trước
7.990.000 đ,4 triệu,SYM,Attila,2014,0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 25 ngày trước
24.500.000 đ,16 triệu,Honda,Winner X,2019,20230,"Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",Đăng 25 ngày trước
11.000.000 đ,6 triệu,Yamaha,Dòng khác,2010,30000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 25 ngày trước
6.500.000 đ,13 triệu,Honda,Dream,1999,55555,"Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",Đăng 25 ngày trước
13.500.000 đ,12 triệu,Yamaha,Janus,2017,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
19.500.000 đ,18 triệu,Suzuki,Satria,2000,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 25 ngày trước
10.900.000 đ,8 triệu,Yamaha,Sirius,2017,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 25 ngày trước
12.000.000 đ,10 triệu,Piaggio,Vespa,2013,20000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 25 ngày trước
32.000.000 đ,33 triệu,Peugeot,Django,2021,8000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 25 ngày trước
12.345.678 đ,39 triệu,Honda,Scoopy,2025,0,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 25 ngày trước
7.500.000 đ,6 triệu,Honda,Wave,2009,12435,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 25 ngày trước
13.500.000 đ,8 triệu,Yamaha,Sirius,2018,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
17.500.000 đ,13 triệu,Honda,Winner,2016,93000,"Phường Hải Châu II, Quận Hải Châu, Đà Nẵng",Đăng 25 ngày trước
65.800.000 đ,62 triệu,Honda,SH,2019,7000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",NaN
19.500.000 đ,13 triệu,Honda,Air Blade,2013,28000,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",NaN
21.800.000 đ,18 triệu,Honda,Vision,2018,6000,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",NaN
18.500.000 đ,15 triệu,Honda,Air Blade,2014,111,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",NaN
10.500.000 đ,7 triệu,Honda,Wave,2012,8000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
14.000.000 đ,12 triệu,Honda,Air Blade,2010,30000,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",NaN
6.500.000 đ,5 triệu,Yamaha,Mio,2010,100000,"Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng",NaN
73.800.000 đ,61 triệu,Piaggio,Vespa,2023,6000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",NaN
20.000.000 đ,19 triệu,Piaggio,Primavera,2015,11111,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
15.000.000 đ,13 triệu,Yamaha,Sirius,2024,8600,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",NaN
7.500.000 đ,6 triệu,Honda,Wave,2011,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
8.500.000 đ,7 triệu,Honda,Chaly,2019,3838,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",NaN
4.500.000 đ,5 triệu,Hãng khác,Dòng khác,2012,1000,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",NaN
7.000.000 đ,6 triệu,Honda,Chaly,1993,123456,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
6.000.000 đ,5 triệu,Yamaha,Jupiter,2010,100000,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
4.500.000 đ,3 triệu,SYM,Attila,2011,30000,"Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",NaN
75.000.000 đ,87 triệu,Honda,CB,2020,17000,"Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",NaN
71.500.000 đ,80 triệu,Honda,SH,2023,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
8.100.000 đ,7 triệu,Honda,Air Blade,2008,92400,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",NaN
25.500.000 đ,20 triệu,Honda,Vision,2019,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
32.900.000 đ,36 triệu,Piaggio,Vespa,2018,20,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
92.500.000 đ,85 triệu,Kawasaki,Z650,2023,17000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",NaN
38.500.000 đ,8 triệu,Honda,Dream,2010,18000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
17.500.000 đ,15 triệu,Honda,Lead,2015,30000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",NaN
38.500.000 đ,33 triệu,Honda,Scoopy,2024,2000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",NaN
10.000.000 đ,9 triệu,Honda,Air Blade,2012,30,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",NaN
14.800.000 đ,20 triệu,Honda,Air Blade,2016,20000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",NaN
5.200.000 đ,4 triệu,SYM,Attila,2013,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
7.500.000 đ,7 triệu,Honda,Wave,2013,70000,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",NaN
7.200.000 đ,7 triệu,Honda,Wave,2012,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
6.500.000 đ,7 triệu,Honda,Wave,2013,35000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
19.800.000 đ,13 triệu,Honda,Dream,1999,123456,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
10.500.000 đ,7 triệu,Yamaha,Jupiter,2007,123456,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
4.200.000 đ,3 triệu,SYM,Attila,2011,39000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
27.500.000 đ,20 triệu,Honda,Scoopy,2019,30000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
6.000.000 đ,2 triệu,SYM,Attila,2010,20000,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
13.200.000 đ,14 triệu,Yamaha,Exciter,2012,22000,"Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",NaN
20.500.000 đ,16 triệu,Honda,Vision,2016,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",NaN
26.500.000 đ,15 triệu,Honda,Dream,1998,123456,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
18.500.000 đ,16 triệu,Honda,Vision,2016,16000,"Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",NaN
8.500.000 đ,7 triệu,Yamaha,R,2010,3000,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",NaN
3.800.000 đ,6 triệu,Honda,Wave,2010,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
18.500.000 đ,17 triệu,SYM,Attila,2023,2000,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",NaN
9.000.000 đ,5 triệu,Yamaha,Jupiter,2004,0,"Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",NaN
14.500.000 đ,12 triệu,Honda,Air Blade,2010,10000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",NaN
78.000.000 đ,119 triệu,Honda,SH,2011,50500,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
35.000.000 đ,10 triệu,Honda,Air Blade,2011,200000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",NaN
6.700.000 đ,7 triệu,Piaggio,Liberty,2012,70000,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",NaN
8.900.000 đ,7 triệu,Honda,Wave,2014,20,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
15.500.000 đ,16 triệu,Yamaha,Exciter,2018,12000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
31.000.000 đ,26 triệu,Honda,Lead,2020,9000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",NaN
11.800.000 đ,9 triệu,Yamaha,Sirius,2019,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
96.500.000 đ,77 triệu,Honda,SH,2024,4000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",NaN
15.000.000 đ,12 triệu,Piaggio,Dòng khác,1997,100000,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",NaN
27.000.000 đ,45 triệu,Honda,SH,2016,100000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
21.800.000 đ,19 triệu,Yamaha,Nvx,2018,15000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",NaN
10.500.000 đ,5 triệu,Yamaha,Mio,2007,110,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",NaN
25.000.000 đ,26 triệu,Piaggio,Vespa,2016,100000,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",NaN
19.900.000 đ,13 triệu,Hãng khác,Dòng khác,2024,Không có thông tin,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",NaN
14.000.000 đ,9 triệu,Halim,Dòng khác,2024,Không có thông tin,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",NaN
25.500.000 đ,13 triệu,Yamaha,Exciter,2013,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
9.700.000 đ,6 triệu,Honda,Wave,2011,0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
56.000.000 đ,57 triệu,Honda,SH,2018,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",NaN
32.800.000 đ,30 triệu,Honda,SH Mode,2016,25000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
26.000.000 đ,22 triệu,Honda,Winner X,2022,70000,"Xã Hòa Phong, Huyện Hòa Vang, Đà Nẵng",NaN
6.800.000 đ,5 triệu,Yamaha,Jupiter,2010,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
4.300.000 đ,8 triệu,Honda,Dream,2010,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
39.500.000 đ,31 triệu,Honda,Air Blade,2022,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
61.000.000 đ,62 triệu,Honda,SH,2019,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
39.500.000 đ,39 triệu,Piaggio,Sprint,2018,12600,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
10.200.000 đ,6 triệu,Yamaha,Sirius,2012,70000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
25.000.000 đ,23 triệu,Euro Reibel,Dòng khác,2010,123456,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",NaN
65.800.000 đ,57 triệu,Honda,SH,2018,22880,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",NaN
8.900.000 đ,7 triệu,Honda,Air Blade,2008,99999,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",NaN
8.000.000 đ,7 triệu,Honda,Air Blade,2008,15,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
4.800.000 đ,7 triệu,Honda,Wave,2008,15,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
5.500.000 đ,4 triệu,SYM,Elizabeth,2014,15,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
19.500.000 đ,225 triệu,Suzuki,Sport / Xipo,2006,12,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
27.000.000 đ,20 triệu,Honda,Air Blade,2017,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",NaN
18.000.000 đ,12 triệu,Honda,Wave,2021,10000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
7.555.555 đ,6 triệu,Honda,Wave,2010,10000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",NaN
2.800.000 đ,6 triệu,Yamaha,Dòng khác,2011,20000,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",NaN
588.888.888 đ,153 triệu,Triumph,Dòng khác,2023,5678,"Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",NaN
43.000.000 đ,39 triệu,Honda,SH,2015,45000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",NaN
6.500.000 đ,6 triệu,Honda,Wave,2011,40000,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",NaN
2.900.000 đ,5 triệu,Honda,Cub,2000,25880,"Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",NaN
3.700.000 đ,11 triệu,Hãng khác,Dòng khác,2023,11028,"Xã Hòa Tiến, Huyện Hòa Vang, Đà Nẵng",NaN
28.000.000 đ,24 triệu,Honda,Air Blade,2019,28,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
68.500.000 đ,57 triệu,Honda,SH,2018,22000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",NaN
44.500.000 đ,39 triệu,Honda,Scoopy,2025,0,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
46.000.000 đ,43 triệu,Honda,SH Mode,2020,15000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",NaN
79.900.000 đ,92 triệu,Honda,SH,2010,70,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
30.000.000 đ,33 triệu,Honda,Vario,2022,15000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
27.500.000 đ,24 triệu,Honda,Winner X,2023,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
20.500.000 đ,13 triệu,Honda,Air Blade,2013,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
7.000.000 đ,6 triệu,Hãng khác,Dòng khác,2018,Không có thông tin,"Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",NaN
36.500.000 đ,30 triệu,Honda,SH Mode,2016,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
105.000.000 đ,100 triệu,Honda,SH,2012,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
36.500.000 đ,32 triệu,Honda,Air Blade,2021,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
14.800.000 đ,15 triệu,Yamaha,Exciter,2015,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
13.500.000 đ,11 triệu,Honda,Vision,2013,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
42.500.000 đ,37 triệu,Honda,Air Blade,2024,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
31.500.000 đ,26 triệu,Honda,Lead,2020,19000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
4.400.000 đ,8 triệu,Honda,Dream,2010,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
28.000.000 đ,24 triệu,Honda,Air Blade,2019,18,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",NaN
9.500.000 đ,6 triệu,Honda,Lead,2009,50,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",NaN
39.000.000 đ,36 triệu,Honda,Air Blade,2023,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
26.500.000 đ,20 triệu,Honda,Air Blade,2016,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
21.000.000 đ,15 triệu,Honda,Air Blade,2014,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
12.300.000 đ,8 triệu,Honda,Blade,2017,60000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
12.000.000 đ,49 triệu,Honda,Cub,2023,1300,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",NaN
63.000.000 đ,66 triệu,Honda,SH,2020,170000,"Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",NaN
24.500.000 đ,21 triệu,Honda,Vision,2020,18,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
4.700.000 đ,3 triệu,Yamaha,Nouvo,2010,50000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
5.500.000 đ,3 triệu,SYM,Attila,2011,50000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
10.500.000 đ,7 triệu,Honda,Lead,2011,20000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
2.500.000 đ,2 triệu,SYM,Attila,2010,77,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",NaN
15.900.000 đ,10 triệu,Honda,Air Blade,2011,0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
30.000.000 đ,29 triệu,GPX,Legend 150S,2020,30000,"Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",NaN
4.300.000 đ,8 triệu,Honda,Dream,2010,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
9.500.000 đ,7 triệu,Honda,Click,2011,12345,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
12.000.000 đ,9 triệu,Honda,Air Blade,2012,0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
26.800.000 đ,20 triệu,Honda,Air Blade,2017,15000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",NaN
65.000.000 đ,94 triệu,Honda,CB,2021,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",NaN
11.500.000 đ,5 triệu,Yamaha,Jupiter,2010,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",NaN
13.500.000 đ,7 triệu,Yamaha,Jupiter,2013,20000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
11.500.000 đ,39 triệu,Honda,Cub,2022,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",NaN
10.500.000 đ,11 triệu,SYM,Elegant,2023,5000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",NaN
13.000.000 đ,15 triệu,Honda,Dream,1998,1000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
3.200.000 đ,3 triệu,SYM,Elizabeth,2010,23456,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
18.000.000 đ,13 triệu,Yamaha,Sirius,2024,3000,"Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",NaN
35.500.000 đ,13 triệu,Honda,Dream,2012,43500,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
5.500.000 đ,13 triệu,Honda,Dòng khác,2010,68,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",NaN
24.000.000 đ,16 triệu,Yamaha,Exciter,2018,40000,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",NaN
7.000.000 đ,5 triệu,Kymco,Candy S,2009,100,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",NaN
9.500.000 đ,9 triệu,Honda,Blade,2015,20000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
12.500.000 đ,10 triệu,Honda,Future,2012,24000,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
27.500.000 đ,24 triệu,Honda,Winner X,2023,1500,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
6.800.000 đ,7 triệu,Yamaha,Jupiter,2007,0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
76.500.000 đ,62 triệu,Honda,SH,2019,18000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",NaN
7.000.000 đ,7 triệu,Yamaha,Jupiter,2008,15000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
34.500.000 đ,32 triệu,Honda,Air Blade,2021,13000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
19.500.000 đ,21 triệu,GPX,Demon 150GR,2018,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",NaN
18.000.000 đ,13 triệu,Honda,Air Blade,2013,9999,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",NaN
26.000.000 đ,4 triệu,Honda,Dream,2009,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
25.500.000 đ,20 triệu,Honda,Air Blade,2017,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",NaN
16.000.000 đ,15 triệu,Yamaha,Jupiter,2019,18000,"Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",NaN
38.500.000 đ,36 triệu,Honda,Air Blade,2023,10000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",NaN
36.500.000 đ,33 triệu,Brixton,BX 150,2019,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",NaN
56.000.000 đ,57 triệu,Honda,SH,2018,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
28.500.000 đ,26 triệu,Honda,Vision,2022,4000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",NaN
20.000.000 đ,17 triệu,Honda,Winner X,2020,17000,"Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",NaN
12.000.000 đ,5 triệu,Hãng khác,Dòng khác,2013,100000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",NaN
11.000.000 đ,12 triệu,Kymco,K-Pipe,2023,10000,"Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",NaN
14.000.000 đ,9 triệu,Honda,Wave,2004,9999,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",NaN
11.000.000 đ,10 triệu,SYM,Wolf,2011,11,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
36.000.000 đ,33 triệu,Vento,Dòng khác,2015,51300,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
27.500.000 đ,24 triệu,Honda,Lead,2019,9000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",NaN
19.800.000 đ,16 triệu,Honda,Lead,2016,14000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",NaN
9.000.000 đ,7 triệu,Honda,Click,2006,90000,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",NaN
15.000.000 đ,11 triệu,Honda,Wave,2005,1000,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",NaN
25 đ,16 triệu,Honda,Winner X,2019,25,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",NaN
23.000.000 đ,20 triệu,Yamaha,Exciter,2019,50000,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",NaN
39.000.000 đ,35 triệu,Yamaha,Exciter,2007,35000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
27.000.000 đ,20 triệu,Honda,Air Blade,2016,16000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",NaN
9.500.000 đ,17 triệu,Piaggio,Vespa,2014,25000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
8.700.000 đ,7 triệu,Honda,Lead,2011,31000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",NaN
7.500.000 đ,7 triệu,Honda,Click,2010,24000,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
57.500.000 đ,51 triệu,Honda,SH Mode,2023,7800,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",NaN
